0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  6.78168e-06  5.42535e-05  0.000183105  0.000434028  0.000820584  0.00124783  0.0015937  0.00173611  0.0015937  0.00124783  0.000820584  0.000434028  0.000183105  5.42535e-05  6.78168e-06  0  
0  5.42535e-05  0.000434028  0.00146484  0.00347222  0.00656467  0.00998264  0.0127496  0.0138889  0.0127496  0.00998264  0.00656467  0.00347222  0.00146484  0.000434028  5.42535e-05  0  
0  0.000183105  0.00146484  0.00494385  0.0117188  0.0221558  0.0336914  0.0430298  0.046875  0.0430298  0.0336914  0.0221558  0.0117188  0.00494385  0.00146484  0.000183105  0  
0  0.000434028  0.00347222  0.0117188  0.0277778  0.0525174  0.0798611  0.101997  0.111111  0.101997  0.0798611  0.0525174  0.0277778  0.0117188  0.00347222  0.000434028  0  
0  0.000820584  0.00656467  0.0221558  0.0525174  0.0992906  0.150987  0.192837  0.210069  0.192837  0.150987  0.0992906  0.0525174  0.0221558  0.00656467  0.000820584  0  
0  0.00124783  0.00998264  0.0336914  0.0798611  0.150987  0.229601  0.29324  0.319444  0.29324  0.229601  0.150987  0.0798611  0.0336914  0.00998264  0.00124783  0  
0  0.0015937  0.0127496  0.0430298  0.101997  0.192837  0.29324  0.374519  0.407986  0.374519  0.29324  0.192837  0.101997  0.0430298  0.0127496  0.0015937  0  
0  0.00173611  0.0138889  0.046875  0.111111  0.210069  0.319444  0.407986  0.444444  0.407986  0.319444  0.210069  0.111111  0.046875  0.0138889  0.00173611  0  
0  0.0015937  0.0127496  0.0430298  0.101997  0.192837  0.29324  0.374519  0.407986  0.374519  0.29324  0.192837  0.101997  0.0430298  0.0127496  0.0015937  0  
0  0.00124783  0.00998264  0.0336914  0.0798611  0.150987  0.229601  0.29324  0.319444  0.29324  0.229601  0.150987  0.0798611  0.0336914  0.00998264  0.00124783  0  
0  0.000820584  0.00656467  0.0221558  0.0525174  0.0992906  0.150987  0.192837  0.210069  0.192837  0.150987  0.0992906  0.0525174  0.0221558  0.00656467  0.000820584  0  
0  0.000434028  0.00347222  0.0117188  0.0277778  0.0525174  0.0798611  0.101997  0.111111  0.101997  0.0798611  0.0525174  0.0277778  0.0117188  0.00347222  0.000434028  0  
0  0.000183105  0.00146484  0.00494385  0.0117188  0.0221558  0.0336914  0.0430298  0.046875  0.0430298  0.0336914  0.0221558  0.0117188  0.00494385  0.00146484  0.000183105  0  
0  5.42535e-05  0.000434028  0.00146484  0.00347222  0.00656467  0.00998264  0.0127496  0.0138889  0.0127496  0.00998264  0.00656467  0.00347222  0.00146484  0.000434028  5.42535e-05  0  
0  6.78168e-06  5.42535e-05  0.000183105  0.000434028  0.000820584  0.00124783  0.0015937  0.00173611  0.0015937  0.00124783  0.000820584  0.000434028  0.000183105  5.42535e-05  6.78168e-06  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
